keys,en,es,es_MX,ja,de,fr,it,pt
BOUNCY_BUBBLE_DESC,A bubble attack that drains HP from the foe.,Un ataque de burbuja que drena los PS del rival.,Un ataque de burbuja que drena los PS del rival.,泡の攻撃で相手のHPを吸い取る。,"Ein Blaisenangriff, der KP des Gegners drainiert.",Une attaque de bulle qui draine les PV du foe.,Un attacco con bolle che drena i PS del nemico.,Um ataque de bolha que drena os PS do adversário.
BUZZY_BUZZ_DESC,An electric attack that always leaves the target paralyzed.,Un ataque eléctrico que siempre paraliza al rival.,Un ataque eléctrico que siempre paraliza al rival.,電気の攻撃で必ず相手をまひ状態にする。,"Ein Elektroangriff, der den Gegner immer lähmt.",Une attaque électrique qui paralyse toujours le foe.,Un attacco elettrico che paralizza sempre il nemico.,Um ataque elétrico que sempre paralisa o adversário.
SIZZLY_SLIDE_DESC,A fire attack that always leaves the target burned.,Un ataque de fuego que siempre quema al rival.,Un ataque de fuego que siempre quema al rival.,炎の攻撃で必ず相手をやけど状態にする。,"Ein Feuerangriff, der den Gegner immer verbrennt.",Une attaque de feu qui brûle toujours le foe.,Un attacco di fuoco che scotta sempre il nemico.,Um ataque de fogo que sempre queima o adversário.
GLITZY_GLOW_DESC,A Psychic attack that sets up a Light Screen.,Un ataque Psíquico que establece una Pantalla de Luz.,Un ataque Psíquico que establece una Pantalla de Luz.,サイコ攻撃でひかりのかべを張る。,"Ein Psyangriff, der einen Lichtschutz aufbaut.",Une attaque Psy qui met en place un Mur Lumière.,Un attacco Psico che imposta uno Schermo.,Um ataque Psíquico que estabelece uma Tela de Luz.
BADDY_BAD_DESC,A Dark attack that sets up a Reflect.,Un ataque Siniestro que establece un Reflejo.,Un ataque Siniestro que establece un Reflejo.,あく攻撃でリフレクターを張る。,"Ein Unlicht-Angriff, der einen Reflektor aufbaut.",Une attaque Ténèbres qui met en place un Miroir.,Un attacco Buio che imposta un Riflesso.,Um ataque Sombrio que estabelece um Reflexo.
SAPPY_SEED_DESC,A Grass attack that plants a Leech Seed.,Un ataque Planta que planta unas Drenadoras.,Un ataque Planta que planta unas Drenadoras.,くさ攻撃でやどりぎのタネを植え付ける。,"Ein Pflanzenangriff, der einen Egelsamen pflanzt.",Une attaque Plante qui plante une Vampigraine.,Un attacco Erba che pianta un Parassiseme.,Um ataque Planta que planta uma Semente Sanguessuga.
FREEZY_FROST_DESC,An Ice attack that resets all stat changes.,Un ataque Hielo que resetea todos los cambios de estadísticas.,Un ataque Hielo que resetea todos los cambios de estadísticas.,こおり攻撃で全員の能力変化を元に戻す。,"Ein Eisangriff, der alle Statusveränderungen zurücksetzt.",Une attaque Glace qui remet tous les changements de stats à zéro.,Un attacco Ghiaccio che azzera tutti i cambiamenti di statistiche.,Um ataque Gelo que reseta todas as alterações de estatísticas.
SPARKLY_SWIRL_DESC,A Fairy attack that cures all status conditions in the party.,Un ataque Hada que cura todas las condiciones de estado del equipo.,Un ataque Hada que cura todas las condiciones de estado del equipo.,フェアリー攻撃で仲間の状態異常を全て治す。,"Ein Feenangriff, der alle Statusproblem des Teams heilt.",Une attaque Fée qui soigne tous les problèmes de statut de l'équipe.,Un attacco Folletto che cura tutte le condizioni di stato del gruppo.,Um ataque Fada que cura todas as condições de estado do time.
VEEVEE_VOLLEY_DESC,Eevee's love for its Trainer powers this move. Never misses.,El amor de Eevee por su Entrenador da poder a este movimiento. Nunca falla.,El amor de Eevee por su Entrenador da poder a este movimiento. Nunca falla.,イーブイのトレーナーへの愛情がこの技のパワーになる。必ず命中する。,Evolis Liebe zu seinem Trainer verleiht diesem Zug Kraft. Trifft immer.,L'amour d'Évoli pour son Dresseur donne de la puissance. Ne rate jamais.,L'amore di Eevee per il suo Allenatore potenzia questa mossa. Non manca mai.,O amor de Eevee pelo Treinador potencializa este movimento. Nunca erra.
DOUBLE_IRON_BASH_DESC,Rotom's secret power. Hits twice and may cause flinching.,Hace girar el cuerpo para golpear al rival dos veces seguidas. Puede hacer retroceder.,Hace girar el cuerpo para golpear al rival dos veces seguidas. Puede hacer retroceder.,体を回転させて相手を2回連続で打つ。ひるませることがある。,"Dreht den Körper, um zweimal hintereinander zu treffen. Kann zucken lassen.",Fait tournoyer le corps pour frapper deux fois. Peut faire reculer.,Ruota il corpo per colpire due volte di fila. Può far arretrare.,Gira o corpo para golpear duas vezes seguidas. Pode causar recuo.
MAX_GUARD_DESC,This move enables the user to protect itself from all attacks. Can be used by a Dynamax Pokémon.,Protege al usuario de todos los ataques. Solo puede ser usado por un Pokémon Dynamax.,Protege al usuario de todos los ataques. Solo puede ser usado por un Pokémon Dynamax.,全ての攻撃を受けない。ダイマックスしたポケモンだけが使える。,Schützt vor allen Angriffen. Nur von einem Dynamax-Pokémon nutzbar.,Protège l'utilisateur de toutes les attaques. Seulement utilisable par un Pokémon Dynamax.,Protegge l'utente da tutti gli attacchi. Utilizzabile solo da un Pokémon Dynamax.,Protege o usuário de todos os ataques. Só pode ser usado por um Pokémon Dynamax.
DYNAMAX_CANNON_DESC,Fires a compressed beam of energy. Double damage to Dynamax/Gigantamax foes.,Dispara un rayo de energía comprimida. Causa el doble de daño a Pokémon en estado Dynamax o Gigantamax.,Dispara un rayo de energía comprimida. Causa el doble de daño a Pokémon en estado Dynamax o Gigantamax.,圧縮したエネルギービームを放つ。ダイマックスやキョダイマックス状態の相手には2倍のダメージ。,Feuert einen komprimierten Energiestrahl. Doppelter Schaden gegen Dynamax/Gigantamax-Pokémon.,Tire un rayon d'énergie comprimée. Double dégâts contre les Pokémon Dynamax/Gigamax.,Spara un raggio di energia compressa. Doppio danno ai Pokémon Dynamax/Gigantamax.,Dispara um raio de energia comprimida. Causa o dobro de dano a Pokémon em estado Dynamax ou Gigantamax.
SNIPE_SHOT_DESC,Ignores moves and abilities that draw moves to themselves.,Ignora los movimientos y habilidades que atraigan ataques hacia sí mismos.,Ignora los movimientos y habilidades que atraigan ataques hacia sí mismos.,攻撃を引きつける技や特性を無視して攻撃する。,"Ignoriert Züge und Fähigkeiten, die Angriffe auf sich ziehen.",Ignore les mouvements et capacités qui attirent les attaques vers eux-mêmes.,Ignora le mosse e abilità che attraggono attacchi verso di sé.,Ignora movimentos e habilidades que atraem ataques para si mesmos.
JAW_LOCK_DESC,Prevents the user and the foe from switching until one of them faints.,Evita que el usuario y el rival escapen hasta que uno de ellos se debilite.,Evita que el usuario y el rival escapen hasta que uno de ellos se debilite.,自分と相手のどちらかがひんしになるまで、どちらも逃げたり交代できなくなる。,"Verhindert, dass Anwender und Gegner entkommen, bis einer ohnmächtig wird.",Empêche l'utilisateur et le foe de fuir jusqu'à ce que l'un d'eux s'évanouit.,Impedisce all'utente e al nemico di fuggire finché uno dei due sviene.,Impede que o usuário e o adversário escapem até que um deles desmaie.
STUFF_CHEEKS_DESC,Eats a held Berry and sharply raises Defense.,Come una Baya que porta y sube drásticamente la Defensa.,Come una Baya que porta y sube drásticamente la Defensa.,持っているきのみを食べて防御をぐーんと上げる。,Frisst eine gehaltene Beere und erhöht die Verteidigung stark.,Mange une Baie tenue et augmente fortement la Défense.,Mangia una Bacca tenuta e aumenta drasticamente la Difesa.,Come uma Baga que carrega e aumenta drasticamente a Defesa.
NO_RETREAT_DESC,Raises all of the user's stats but prevents retreat.,Sube todas las estadísticas del usuario pero impide retirarse.,Sube todas las estadísticas del usuario pero impide retirarse.,全能力を上げるが逃げたり交代できなくなる。,"Erhöht alle Werte des Anwenders, verhindert aber den Rückzug.",Augmente toutes les stats de l'utilisateur mais empêche la retraite.,Aumenta tutte le statistiche dell'utente ma impedisce di ritirarsi.,Aumenta todas as estatísticas do usuário mas impede a retirada.
TAR_SHOT_DESC,"Covers the foe in tar, lowering Speed and making it weak to Fire.",Cubre al rival en alquitrán bajando su Velocidad y haciéndolo débil al Fuego.,Cubre al rival en alquitrán bajando su Velocidad y haciéndolo débil al Fuego.,タールをぶつけて素早さを下げ、相手をほのおタイプに弱くする。,"Bedeckt den Gegner mit Teer, senkt Geschwindigkeit und macht ihn schwach gegen Feuer.","Recouvre le foe de goudron, réduisant la Vitesse et le rendant faible au Feu.",Ricopre il nemico di catrame abbassando la Velocità e rendendolo debole al Fuoco.,Cobre o adversário de alcatrão reduzindo a Velocidade e tornando-o fraco ao Fogo.
MAGIC_POWDER_DESC,Magical powder changes the target's type to Psychic.,Una polvorienta magia que cambia el tipo del objetivo a Psíquico.,Una polvorienta magia que cambia el tipo del objetivo a Psíquico.,魔法の粉で相手のタイプをエスパータイプに変える。,Magisches Pulver ändert den Typ des Ziels in Psycho.,Une poudre magique qui change le type de la cible en Psy.,Una polvere magica che cambia il tipo del bersaglio in Psico.,Um pó mágico que muda o tipo do alvo para Psíquico.
DRAGON_DARTS_DESC,Dratini darts fire two projectiles. Hits twice if targeting one foe.,Los dardos de Dratini se lanzan en dos proyectiles. Golpea dos veces si ataca a un solo rival.,Los dardos de Dratini se lanzan en dos proyectiles. Golpea dos veces si ataca a un solo rival.,ミニリュウのダーツを2発放つ。1体の相手を狙うと2回ヒットする。,Minidraks Pfeile werden in zwei Geschossen abgefeuert. Trifft zweimal bei einem Ziel.,Les fléchettes de Minidraco se lancent en deux projectiles. Frappe deux fois sur un seul foe.,I dardi di Dratini vengono lanciati in due proiettili. Colpisce due volte su un solo nemico.,Os dardos de Dratini são lançados em dois projéteis. Golpeia duas vezes ao atacar um único adversário.
TEATIME_DESC,"All Pokémon stop and have teatime, consuming their Berries.",Todos los Pokémon paran y tienen una hora del té consumiendo sus Bayas.,Todos los Pokémon paran y tienen una hora del té consumiendo sus Bayas.,みんなでお茶の時間にして、全員が持っているきのみを食べる。,"Alle Pokémon halten inne und trinken Tee, dabei essen sie ihre Beeren.",Tous les Pokémon s'arrêtent pour l'heure du thé en consommant leurs Baies.,Tutti i Pokémon si fermano per il tè consumando le loro Bacche.,"Todos os Pokémon param e tomam chá, consumindo suas Bagas."
OCTOLOCK_DESC,Traps the foe to prevent escape. Lowers Defense and Sp. Def each turn.,Atrapa al rival para impedir que escape. Baja la Defensa y la Def. Especial cada turno.,Atrapa al rival para impedir que escape. Baja la Defensa y la Def. Especial cada turno.,相手を捕らえて逃げられなくする。毎ターン防御と特防を下げる。,Fängt den Gegner und verhindert sein Entkommen. Senkt jeden Zug Verteidigung und Sp. Verteidigung.,Piège le foe pour l'empêcher de fuir. Réduit Défense et Déf. Spé. chaque tour.,Intrappola il nemico impedendogli di fuggire. Abbassa Difesa e Dif. Spec. ogni turno.,Prende o adversário para impedir que escape. Reduz Defesa e Def. Especial a cada turno.
BOLT_BEAK_DESC,Drills the foe with a bolt-like beak. Doubles in power if used before the foe moves.,Taladra al rival con un pico como un rayo. Dobla su poder si actúa antes que el rival.,Taladra al rival con un pico como un rayo. Dobla su poder si actúa antes que el rival.,稲妻のようなくちばしで突く。相手より先に行動すると威力が2倍になる。,Bohrt den Gegner mit einem blitzartigen Schnabel. Verdoppelt Kraft wenn er vor dem Gegner handelt.,Perce le foe avec un bec comme un éclair. Double de puissance si agit avant le foe.,Perfora il nemico con un becco come un fulmine. Raddoppia di potenza se agisce prima del nemico.,Perfura o adversário com um bico como raio. Dobra de poder se age antes do adversário.
FISHIOUS_REND_DESC,Rends the foe with gaping jaws. Doubles in power if used before the foe moves.,Despedaza al rival con mandíbulas abiertas. Dobla su poder si actúa antes que el rival.,Despedaza al rival con mandíbulas abiertas. Dobla su poder si actúa antes que el rival.,大きく開いた顎で相手を切り裂く。相手より先に行動すると威力が2倍になる。,Zerreißt den Gegner mit weit geöffneten Kiefern. Verdoppelt Kraft wenn er vor dem Gegner handelt.,Déchire le foe avec des mâchoires ouvertes. Double de puissance si agit avant le foe.,Lacera il nemico con mascelle aperte. Raddoppia di potenza se agisce prima del nemico.,Despedaça o adversário com mandíbulas abertas. Dobra de poder se age antes do adversário.
COURT_CHANGE_DESC,Uses its mysterious power to swap all field effects on both sides.,Usa su poder misterioso para intercambiar todos los efectos de campo de ambos lados.,Usa su poder misterioso para intercambiar todos los efectos de campo de ambos lados.,不思議な力を使って両サイドのフィールドの効果を入れ替える。,Verwendet seine mysteriöse Kraft um alle Feldeffekte beider Seiten zu tauschen.,Utilise son pouvoir mystérieux pour échanger tous les effets de terrain des deux côtés.,Usa il suo potere misterioso per scambiare tutti gli effetti di campo di entrambi i lati.,Usa seu poder misterioso para trocar todos os efeitos de campo de ambos os lados.
MAX_FLARE_DESC,A Max Move. Creates intense sunshine as a side effect.,Un movimiento Dynamax. Crea un sol intenso como efecto secundario.,Un movimiento Dynamax. Crea un sol intenso como efecto secundario.,ダイマックス技。副効果としてひざしがつよくなる。,Ein Dynamax-Zug. Erzeugt als Nebeneffekt intensiven Sonnenschein.,Un mouvement Dynamax. Crée un ensoleillement intense comme effet secondaire.,Una mossa Dynamax. Crea un sole intenso come effetto collaterale.,Um movimento Dynamax. Cria sol intenso como efeito colateral.
MAX_FLUTTERBY_DESC,A Max Move. Lowers the foe's Sp. Atk as a side effect.,Un movimiento Dynamax. Baja el Ataque Especial del rival como efecto secundario.,Un movimiento Dynamax. Baja el Ataque Especial del rival como efecto secundario.,ダイマックス技。副効果として相手の特攻を下げる。,Ein Dynamax-Zug. Senkt als Nebeneffekt den Sp. Angriff des Gegners.,Un mouvement Dynamax. Réduit l'Att. Spé. du foe comme effet secondaire.,Una mossa Dynamax. Abbassa l'Att. Spec. del nemico come effetto collaterale.,Um movimento Dynamax. Reduz o At. Especial do adversário como efeito colateral.
